"V7","V8","V9","V10","MID","Q1.1","Q1.2_1_TEXT","Q1.2_2_TEXT","Q2.1","Q2.2.1_1","Q2.2.1_2","Q2.2.1_3","Q2.2.1_4","Q2.2.1_5","Q2.2.1_6","Q2.2.1_7","Q2.2.1_8","Q2.2.1_9","Q2.2.1_10","Q2.2.1_11","Q2.2.1_12","Q2.2.1_13","Q2.2.1_14","Q2.3_1","Q2.3_2","Q2.3_3","Q2.3_4","Q2.4","Q2.5","Q2.6_1_TEXT","Q2.6_2_TEXT","Q2.7_1","Q2.7_2","Q2.7_3","Q2.7_4","Q3.1","Q3.2","Q3.3_1","Q3.3_2","Q3.3_3","Q3.3_4","Q4.1","Q4.2_1","Q4.2_2","Q4.2_4","Q4.2_6","Q4.2_7","Q4.3_2","Q4.3_3","Q4.3_4","Q4.3_7","Q4.3_11","Q4.3_12","Q4.3_13","Q4.3_13_TEXT","Q4.4_1","Q4.4_2","Q4.4_3","Q4.4_4","Q5.1_1","Q5.1_5","Q5.2_1","Q5.2_2","Q5.2_3","Q5.2_4","Q6.1","Q6.2_1","Q6.2_2","Q6.2_3","Q6.2_4","Q7.1_2","Q7.1_3","Q7.2_1","Q7.2_2","Q7.2_3","Q7.2_4","Q8.1","Q8.2","Q8.3","Q8.4","Q8.4_TEXT","Q8.5","Q8.6","Q8.7_1","Q8.7_2","Q8.7_3","Q8.7_4","Q9.1","Q9.2_1","Q9.2_2","Q9.2_3","Q9.2_4","Q9.3","Q9.4_1","Q9.4_2","Q9.4_3","Q9.4_4","DO.Q.Q5.1","DO.Q.Q4.2","DO.Q.Q7.1","DO.Q.Q2.2","DO.Q.Q4.3","X"
0,"2016-06-23 16:46:54","2016-06-23 16:50:39",0,"ca27e565873bd7507cc6043cbb0363c1","Yes, I agree to participate in this study.","ca27e565873bd7507cc6043cbb0363c1","ca27e565873bd7507cc6043cbb0363c1",1,"1-6 times per week","1-6 times per week","1-6 times per week","1-6 times per week","1-6 times per week","1-6 times per week","never","1-6 times per week","less than 1 time per week","1-3 times per day","less than 1 time per week","never","never","1-3 times per day",1,2,3,4,"Every other day","No",NA,NA,1,2,3,4,"Maintain current levels","Maintain current levels",1,2,3,4,1,"Somewhat disagree","Neither agree nor disagree","Somewhat disagree","Somewhat agree","Somewhat agree",NA,NA,"Whether the product is antibiotic and/or hormone free",NA,"How the product tastes",NA,NA,NA,1,2,3,4,"Probably yes","Probably not",1,2,3,4,6,1,2,3,4,"Difficult","Somewhat Easy",1,2,3,4,1,"Missouri","Male","Some university-level education, without degree",NA,1981,"greater than $100,000",1,2,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5|1","4|7|1|2|6","2|3","6|2|3|7|5|14|10|4|13|1|9|8|12|11","12|11|7|2|3|4|13",NA
0,"2016-06-23 17:10:07","2016-06-23 17:14:23",0,"ac44c02a0192da97fc49b726ab3a17c5","Yes, I agree to participate in this study.","ac44c02a0192da97fc49b726ab3a17c5","ac44c02a0192da97fc49b726ab3a17c5",1,"1-6 times per week","1-6 times per week","1-6 times per week","1-6 times per week","less than 1 time per week","1-6 times per week","never","less than 1 time per week","1-6 times per week","1-6 times per week","less than 1 time per week","1-6 times per week","never","1-6 times per week",1,2,3,4,"Every day","No",NA,NA,1,2,3,4,"Maintain current levels","Maintain current levels",1,2,3,4,1,"Somewhat agree","Disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Price of the product","Nutritional content of the product",NA,NA,NA,NA,NA,NA,1,2,3,4,"Probably not","Probably not",1,2,3,4,5,1,2,3,4,"Very Difficult","Somewhat Easy",1,2,3,4,1,"Ohio","Male","University-level education, with degree (e.g. BA, BSc, ...)",NA,1979,"$30,001 - $40,000",1,2,3,4,1,1,2,3,4,NA,NA,NA,NA,NA,"5|1","1|7|6|2|4","2|3","3|10|5|6|14|4|2|11|12|8|1|13|9|7","7|3|12|11|2|4|13",NA
0,"2016-06-23 14:58:25","2016-06-23 15:08:52",0,"752e8eb74cd75c853255d5f290308dbd","Yes, I agree to participate in this study.","752e8eb74cd75c853255d5f290308dbd","752e8eb74cd75c853255d5f290308dbd",1,"1-3 times per day","1-6 times per week","less than 1 time per week","1-6 times per week","1-6 times per week","1-3 times per day","less than 1 time per week","1-6 times per week","1-3 times per day","1-3 times per day","1-6 times per week","less than 1 time per week","less than 1 time per week","1-3 times per day",1,2,3,4,"Every day","No",NA,NA,1,2,3,4,"Somewhat increase","Maintain current levels",1,2,3,4,1,"Strongly disagree","Neither agree nor disagree","Disagree","Somewhat disagree","Neither agree nor disagree",NA,"Nutritional content of the product","Whether the product is antibiotic and/or hormone free",NA,NA,NA,NA,NA,1,2,3,4,"Definitely yes","Definitely not",1,2,3,4,10,1,2,3,4,"Difficult","Somewhat Easy",1,2,3,4,1,"California","male","University-level education, with professional degree (e.g. Law, Medicine, ...)",NA,1981,"greater than $100,000",1,2,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1|5","7|6|1|4|2","3|2","3|4|12|1|10|9|8|7|6|11|14|2|5|13","12|4|11|7|3|2|13",NA
0,"2016-06-23 17:28:15","2016-06-23 17:42:41",0,"f13a1429450d71f71a6cb5a29bef25c4","Yes, I agree to participate in this study.","bbd5e14d92e0c5f3867c82467df0c6ad","bbd5e14d92e0c5f3867c82467df0c6ad",1,"1-6 times per week","less than 1 time per week","1-6 times per week","less than 1 time per week","1-6 times per week","1-6 times per week","1-6 times per week","1-6 times per week","1-6 times per week","1-6 times per week","1-6 times per week","1-3 times per day","never","1-6 times per week",1,2,3,4,"Every day","No",NA,NA,1,2,3,4,"Increase","Maintain current levels",1,2,3,4,1,"Disagree","Somewhat agree","Disagree","Disagree","Somewhat disagree","Price of the product",NA,NA,NA,NA,NA,NA,NA,1,2,3,4,"Probably not","Maybe",1,2,3,4,4,1,2,3,4,"Very Difficult","Difficult",1,2,3,4,1,"Illinois","female","University-level education, with degree (e.g. BA, BSc, ...)",NA,1965,"$30,001 - $40,000",1,2,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5|1","1|4|6|7|2","2|3","2|14|13|7|10|12|11|6|5|9|3|1|8|4","2|4|12|3|7|11|13",NA
0,"2016-06-23 15:04:30","2016-06-23 15:09:22",0,"3906c4a1cfd74a0a5485dca52467927f","Yes, I agree to participate in this study.","3906c4a1cfd74a0a5485dca52467927f","3906c4a1cfd74a0a5485dca52467927f",1,"1-6 times per week","1-6 times per week","1-3 times per day","less than 1 time per week","less than 1 time per week","1-6 times per week","less than 1 time per week","1-3 times per day","1-3 times per day","1-3 times per day","1-6 times per week","1-6 times per week","less than 1 time per week","1-3 times per day",1,2,3,4,"2-3 Times a Week","No",NA,NA,1,2,3,4,"Increase","Somewhat Decrease",1,2,3,4,1,"Somewhat disagree","Somewhat agree","Somewhat disagree","Somewhat agree","Somewhat disagree",NA,NA,"Whether the product is antibiotic and/or hormone free",NA,"How the product tastes",NA,NA,NA,1,2,3,4,"Probably yes","Definitely not",1,2,3,4,8,1,2,3,4,"Difficult","Somewhat Easy",1,2,3,4,1,"Missouri","female","Some university-level education, without degree",NA,1956,"$70,001 - $80,000",1,2,3,4,1,1,2,3,4,NA,NA,NA,NA,NA,"1|5","7|2|4|1|6","3|2","4|7|9|11|13|14|3|12|1|2|8|10|5|6","2|4|11|12|7|3|13",NA
0,"2016-06-23 17:31:43","2016-06-23 17:39:10",0,"a8ee6d28cc3889a82d20b8092e6d184d","Yes, I agree to participate in this study.","a8ee6d28cc3889a82d20b8092e6d184d","a8ee6d28cc3889a82d20b8092e6d184d",1,"less than 1 time per week","1-6 times per week","less than 1 time per week","never","never","less than 1 time per week","never","less than 1 time per week","1-6 times per week","1-6 times per week","1-6 times per week","never","less than 1 time per week","1-6 times per week",1,2,3,4,"2-3 Times a Week","Yes","06/2000","09/2001",1,2,3,4,"Somewhat increase","Maintain current levels",1,2,3,4,1,"Agree","Disagree","Agree","Somewhat disagree","Neither agree nor disagree",NA,NA,"Whether the product is antibiotic and/or hormone free","Whether the animals had a good standard of living",NA,NA,NA,NA,1,2,3,4,"Definitely not","Definitely yes",1,2,3,4,7,1,2,3,4,"Somewhat Difficult","Somewhat Easy",1,2,3,4,1,"Texas","Female","University-level education, with professional degree (e.g. Law, Medicine, ...)",NA,1969,"$60,001 - $70,000",1,2,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5|1","7|6|1|4|2","2|3","1|7|14|4|2|5|11|13|6|9|3|10|12|8","7|4|12|2|11|3|13",NA
0,"2016-06-23 15:12:37","2016-06-23 15:26:34",0,"a3d4c80d7b2baf5d3664bad24cee632d","Yes, I agree to participate in this study.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,"2016-06-23 20:24:29","2016-06-23 20:31:42",0,"4454828c1dc442c4a02c9b86fe5f63ab","Yes, I agree to participate in this study.","4454828c1dc442c4a02c9b86fe5f63ab","4454828c1dc442c4a02c9b86fe5f63ab",1,"1-3 times per day","1-6 times per week","never","4 or more times per day","4 or more times per day","1-6 times per week","never","1-3 times per day","1-6 times per week","1-3 times per day","1-3 times per day","1-6 times per week","never","never",1,2,3,4,"2-3 Times a Week","No",NA,NA,1,2,3,4,"Somewhat increase","Somewhat increase",1,2,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6|4|2|7|1",NA,"13|7|11|3|14|8|6|4|10|12|5|9|2|1","2|12|4|11|3|7|13",NA
0,"2016-06-23 20:25:42","2016-06-23 20:34:09",0,"2a4da2d63efdf8dbcb9f78c2859a239f","Yes, I agree to participate in this study.","2a4da2d63efdf8dbcb9f78c2859a239f","2a4da2d63efdf8dbcb9f78c2859a239f",1,"1-3 times per day","less than 1 time per week","1-6 times per week","less than 1 time per week","1-6 times per week","1-3 times per day","less than 1 time per week","1-6 times per week","4 or more times per day","1-3 times per day","1-6 times per week","1-6 times per week","never","1-3 times per day",1,2,3,4,"Every day","No",NA,NA,1,2,3,4,"Somewhat increase","Maintain current levels",1,2,3,4,1,"Disagree","Disagree","Somewhat disagree","Somewhat agree","Somewhat agree","Price of the product",NA,NA,NA,"How the product tastes",NA,NA,NA,1,2,3,4,"Maybe","Probably yes",1,2,3,4,4,1,2,3,4,"Very Difficult","Difficult",1,2,3,4,1,"Michigan","female","Some university-level education, without degree",NA,1965,"$30,001 - $40,000",1,2,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1|5","4|2|1|6|7","2|3","2|6|7|10|13|4|8|11|14|9|1|5|3|12","12|7|3|4|2|11|13",NA
0,"2016-06-23 17:33:55","2016-06-23 17:42:12",0,"5750babaaef792152def6856be3a4e05","Yes, I agree to participate in this study.","5750babaaef792152def6856be3a4e05","5750babaaef792152def6856be3a4e05",1,"1-3 times per day","1-3 times per day","1-6 times per week","less than 1 time per week","less than 1 time per week","1-6 times per week","less than 1 time per week","1-6 times per week","1-6 times per week","1-6 times per week","1-6 times per week","less than 1 time per week","never","1-3 times per day",1,2,3,4,"Every day","No",NA,NA,1,2,3,4,"Maintain current levels","Maintain current levels",1,2,3,4,1,"Somewhat agree","Neither agree nor disagree","Somewhat disagree","Somewhat agree","Disagree","Price of the product",NA,NA,NA,"How the product tastes",NA,NA,NA,1,2,3,4,"Probably yes","Maybe",1,2,3,4,7,1,2,3,4,"Very Difficult","Difficult",1,2,3,4,1,"Virginia","male","Higher degree (e.g. MSc, PhD)",NA,1987,"$50,001 - $60,000",1,2,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5|1","6|4|7|2|1","2|3","11|7|13|1|8|14|3|12|6|9|10|4|5|2","2|7|11|12|4|3|13",NA
0,"2016-06-23 15:14:45","2016-06-23 15:20:36",0,"cc4099de495fc20c7fa02d04c0674ee7","Yes, I agree to participate in this study.","cc4099de495fc20c7fa02d04c0674ee7","cc4099de495fc20c7fa02d04c0674ee7",1,"1-3 times per day","1-3 times per day","1-3 times per day","less than 1 time per week","never","never","never","1-3 times per day","1-3 times per day","1-3 times per day","less than 1 time per week","4 or more times per day","1-3 times per day","never",1,2,3,4,"Every other day","Yes","01/2008","09/2011",1,2,3,4,"Somewhat increase","Maintain current levels",1,2,3,4,1,"Somewhat agree","Somewhat disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree",NA,"Nutritional content of the product",NA,"Whether the animals had a good standard of living",NA,NA,NA,NA,1,2,3,4,"Definitely yes","Definitely not",1,2,3,4,10,1,2,3,4,"Easy","Very Easy",1,2,3,4,1,"Massachusetts","female","University-level education, with degree (e.g. BA, BSc, ...)",NA,1990,"$50,001 - $60,000",1,2,3,4,1,1,2,3,4,NA,NA,NA,NA,NA,"1|5","7|1|6|2|4","2|3","9|1|8|14|5|2|6|3|13|4|11|10|12|7","12|7|2|11|3|4|13",NA
0,"2016-06-23 20:39:56","2016-06-23 20:46:11",0,"d91be1f0156538c3ca41dc82e9332329","Yes, I agree to participate in this study.","d91be1f0156538c3ca41dc82e9332329","d91be1f0156538c3ca41dc82e9332329",1,"1-6 times per week","1-6 times per week","less than 1 time per week","less than 1 time per week","less than 1 time per week","1-6 times per week","never","1-6 times per week","1-6 times per week","1-6 times per week","less than 1 time per week","less than 1 time per week","1-6 times per week","1-6 times per week",1,2,3,4,"Every day","No",NA,NA,1,2,3,4,"Maintain current levels","Maintain current levels",1,2,3,4,1,"Somewhat disagree","Neither agree nor disagree","Somewhat agree","Somewhat agree","Agree","Price of the product",NA,NA,NA,"How the product tastes",NA,NA,NA,1,2,3,4,"Probably yes","Maybe",1,2,3,4,8,1,2,3,4,"Very Difficult","Somewhat Difficult",1,2,3,4,1,"California","FEMALE","Secondary/high school",NA,1978,"$40,001 - $50,000",1,2,3,4,1,1,2,3,4,NA,NA,NA,NA,NA,"1|5","1|6|7|2|4","3|2","11|2|8|6|13|5|12|7|4|9|10|1|14|3","11|3|7|2|12|4|13",NA
0,"2016-06-23 20:43:07","2016-06-23 20:47:51",0,"4f49294890810d3dd16e91f59cb3004c","Yes, I agree to participate in this study.","4f49294890810d3dd16e91f59cb3004c","4f49294890810d3dd16e91f59cb3004c",1,"1-6 times per week","1-6 times per week","never","1-6 times per week","1-3 times per day","1-3 times per day","less than 1 time per week","less than 1 time per week","1-3 times per day","1-6 times per week","1-6 times per week","less than 1 time per week","never","1-6 times per week",1,2,3,4,"Every day","No",NA,NA,1,2,3,4,"Increase","Maintain current levels",1,2,3,4,1,"Neither agree nor disagree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree",NA,"Nutritional content of the product","Whether the product is antibiotic and/or hormone free",NA,NA,NA,NA,NA,1,2,3,4,"Probably yes","Probably not",1,2,3,4,4,1,2,3,4,"Difficult","Somewhat Difficult",1,2,3,4,1,"North Carolina","Male","University-level education, with professional degree (e.g. Law, Medicine, ...)",NA,1973,"greater than $100,000",1,2,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1|5","4|2|1|7|6","2|3","3|8|12|9|10|11|4|14|5|6|7|2|13|1","12|11|2|7|4|3|13",NA
0,"2016-06-23 20:46:01","2016-06-23 21:22:55",0,"9074f695a8e0a64a5f10799c72661260","Yes, I agree to participate in this study.","9074f695a8e0a64a5f10799c72661260","9074f695a8e0a64a5f10799c72661260",1,"1-3 times per day","1-6 times per week","1-6 times per week","1-6 times per week","less than 1 time per week","less than 1 time per week","less than 1 time per week","1-6 times per week","less than 1 time per week","4 or more times per day","1-3 times per day","less than 1 time per week","never","1-6 times per week",1,2,3,4,"Every day","Yes","07/1991","05/1999",1,2,3,4,"Maintain current levels","Maintain current levels",1,2,3,4,1,"Somewhat disagree","Somewhat disagree","Somewhat agree","Somewhat disagree","Somewhat agree",NA,NA,"Whether the product is antibiotic and/or hormone free",NA,NA,"The environmental impacts of the product",NA,NA,1,2,3,4,"Probably yes","Probably not",1,2,3,4,NA,1,2,3,4,"Difficult","Somewhat Easy",1,2,3,4,1,"California","male","Higher degree (e.g. MSc, PhD)",NA,1967,"greater than $100,000",1,2,3,4,1,1,2,3,4,NA,NA,NA,NA,NA,"1|5","4|2|6|1|7","3|2","7|1|4|5|11|9|6|8|10|13|3|14|12|2","7|12|4|11|3|2|13",NA
0,"2016-06-23 17:54:47","2016-06-23 18:03:23",0,"9e1cfdb0badcd3279117f07a2da2fe81","Yes, I agree to participate in this study.","9e1cfdb0badcd3279117f07a2da2fe81","9e1cfdb0badcd3279117f07a2da2fe81",1,"1-6 times per week","1-6 times per week","less than 1 time per week","1-6 times per week","1-6 times per week","less than 1 time per week","1-6 times per week","1-6 times per week","1-6 times per week","1-6 times per week","1-6 times per week","1-6 times per week","1-6 times per week","1-6 times per week",1,2,3,4,"Once a Week","No",NA,NA,1,2,3,4,"Somewhat increase","Somewhat Decrease",1,2,3,4,1,"Agree","Disagree","Somewhat agree","Somewhat agree","Strongly agree","Price of the product",NA,NA,NA,NA,"The environmental impacts of the product",NA,NA,1,2,3,4,"Definitely yes","Definitely not",1,2,3,4,10,1,2,3,4,"Neutral","Easy",1,2,3,4,1,"California","Male","University-level education, with degree (e.g. BA, BSc, ...)",NA,1976,"$80,001 - $90,000",1,2,3,4,1,1,2,3,4,NA,NA,NA,NA,NA,"1|5","1|4|2|6|7","2|3","12|10|3|14|5|4|13|1|6|2|11|9|7|8","12|4|2|11|3|7|13",NA
0,"2016-06-23 15:14:29","2016-06-23 15:23:59",0,"7a3c059044f39f4c92148d477e4d1eda","Yes, I agree to participate in this study.","7a3c059044f39f4c92148d477e4d1eda","7a3c059044f39f4c92148d477e4d1eda",1,"1-6 times per week","1-6 times per week","1-6 times per week","less than 1 time per week","less than 1 time per week","less than 1 time per week","less than 1 time per week","1-6 times per week","1-6 times per week","1-3 times per day","1-6 times per week","less than 1 time per week","less than 1 time per week","1-6 times per week",1,2,3,4,"2-3 Times a Week","No",NA,NA,1,2,3,4,"Somewhat increase","Somewhat Decrease",1,2,3,4,1,"Disagree","Somewhat disagree","Disagree","Somewhat agree","Somewhat agree",NA,NA,"Whether the product is antibiotic and/or hormone free",NA,"How the product tastes",NA,NA,NA,1,2,3,4,"Maybe","Probably not",1,2,3,4,5,1,2,3,4,"Difficult","Somewhat Easy",1,2,3,4,1,"Rhode Island","Female","Secondary/high school",NA,1955,"$30,001 - $40,000",1,2,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1|5","4|1|7|2|6","2|3","10|6|4|2|9|14|3|7|5|11|13|8|1|12","4|11|2|7|3|12|13",NA
0,"2016-06-23 17:33:50","2016-06-23 17:44:44",0,"b640aace42b28bb72f71ec4e95925d49","Yes, I agree to participate in this study.","b640aace42b28bb72f71ec4e95925d49","b640aace42b28bb72f71ec4e95925d49",1,"1-3 times per day","1-6 times per week","1-6 times per week","1-6 times per week","1-6 times per week","never","never","less than 1 time per week","1-3 times per day","1-3 times per day","never","1-6 times per week","never","1-3 times per day",1,2,3,4,"Every day","Yes","01/2012","04/2012",1,2,3,4,"Increase","Somewhat Decrease",1,2,3,4,1,"Somewhat agree","Strongly disagree","Neither agree nor disagree","Somewhat agree","Strongly agree","Price of the product","Nutritional content of the product",NA,NA,NA,NA,NA,NA,1,2,3,4,"Probably yes","Probably not",1,2,3,4,5,1,2,3,4,"Difficult","Somewhat Easy",1,2,3,4,1,"Georgia","Female","Higher degree (e.g. MSc, PhD)",NA,1986,"$40,001 - $50,000",1,2,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5|1","2|4|1|6|7","3|2","7|4|5|6|12|10|3|8|1|14|2|11|9|13","11|4|7|12|3|2|13",NA
0,"2016-06-23 17:56:22","2016-06-23 18:03:46",0,"fc68cf7baeeb803aaa00d72a5e7c9b5e","Yes, I agree to participate in this study.","fc68cf7baeeb803aaa00d72a5e7c9b5e","fc68cf7baeeb803aaa00d72a5e7c9b5e",1,"1-3 times per day","1-6 times per week","1-6 times per week","1-6 times per week","less than 1 time per week","1-6 times per week","1-6 times per week","less than 1 time per week","1-6 times per week","1-6 times per week","less than 1 time per week","1-6 times per week","less than 1 time per week","1-3 times per day",1,2,3,4,"2-3 Times a Week","No",NA,NA,1,2,3,4,"Maintain current levels","Maintain current levels",1,2,3,4,1,"Strongly disagree","Somewhat disagree","Strongly disagree","Agree","Neither agree nor disagree","Price of the product",NA,"Whether the product is antibiotic and/or hormone free",NA,NA,NA,NA,NA,1,2,3,4,"Definitely not","Definitely yes",1,2,3,4,0,1,2,3,4,"Very Difficult","Very Easy",1,2,3,4,1,"Idaho","female","Some university-level education, without degree",NA,1970,"$50,001 - $60,000",1,2,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1|5","6|2|4|1|7","3|2","12|1|7|8|14|11|10|5|9|4|3|13|6|2","7|3|12|4|11|2|13",NA
0,"2016-06-23 15:26:37","2016-06-23 15:32:40",0,"42a74665214f62a4fd6ed8d178676859","Yes, I agree to participate in this study.","42a74665214f62a4fd6ed8d178676859","42a74665214f62a4fd6ed8d178676859",1,"1-3 times per day","1-6 times per week","1-6 times per week","1-6 times per week","1-6 times per week","1-6 times per week","1-6 times per week","1-3 times per day","1-3 times per day","1-3 times per day","1-3 times per day","never","never","1-3 times per day",1,2,3,4,"Every day","No",NA,NA,1,2,3,4,"Somewhat increase","Somewhat increase",1,2,3,4,1,"Somewhat agree","Somewhat disagree","Somewhat disagree","Somewhat disagree","Neither agree nor disagree","Price of the product",NA,NA,NA,"How the product tastes",NA,NA,NA,1,2,3,4,"Probably not","Probably yes",1,2,3,4,10,1,2,3,4,"Difficult","Somewhat Easy",1,2,3,4,1,"West Virginia","Female","University-level education, with professional degree (e.g. Law, Medicine, ...)",NA,1980,"$80,001 - $90,000",1,2,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5|1","2|6|1|7|4","2|3","2|12|10|11|13|1|4|5|6|3|7|9|14|8","7|11|3|2|12|4|13",NA
0,"2016-06-23 18:01:57","2016-06-23 18:05:15",0,"346da4b2917f137d9dc3e99406e05daf","Yes, I agree to participate in this study.","346da4b2917f137d9dc3e99406e05daf","346da4b2917f137d9dc3e99406e05daf",1,"1-3 times per day","1-6 times per week","never","never","never","1-6 times per week","never","less than 1 time per week","1-6 times per week","1-6 times per week","never","never","never","1-6 times per week",1,2,3,4,"Every day","No",NA,NA,1,2,3,4,"Somewhat increase","Maintain current levels",1,2,3,4,1,"Somewhat agree","Strongly disagree","Agree","Neither agree nor disagree","Neither agree nor disagree","Price of the product","Nutritional content of the product",NA,NA,NA,NA,NA,NA,1,2,3,4,"Probably not","Definitely yes",1,2,3,4,10,1,2,3,4,"Very Difficult","Somewhat Difficult",1,2,3,4,1,"Pennsylvania","Female","Some university-level education, without degree",NA,1995,"$10,001 - $20,000",1,2,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1|5","1|6|4|7|2","2|3","10|9|13|11|6|7|3|5|12|1|4|2|8|14","4|3|12|11|7|2|13",NA
0,"2016-06-23 17:41:21","2016-06-23 17:44:44",0,"8a1c9b200ca72a048147d04423853d98","Yes, I agree to participate in this study.","8a1c9b200ca72a048147d04423853d98","8a1c9b200ca72a048147d04423853d98",1,"1-3 times per day","1-6 times per week","1-6 times per week","1-6 times per week","less than 1 time per week","1-6 times per week","less than 1 time per week","1-3 times per day","4 or more times per day","4 or more times per day","1-6 times per week","1-3 times per day","less than 1 time per week","1-3 times per day",1,2,3,4,"Every other day","No",NA,NA,1,2,3,4,"Increase","Maintain current levels",1,2,3,4,1,"Disagree","Neither agree nor disagree","Disagree","Agree","Agree","Price of the product","Nutritional content of the product",NA,NA,NA,NA,NA,NA,1,2,3,4,"Definitely yes","Definitely not",1,2,3,4,NA,1,2,3,4,"Very Difficult","Very Difficult",1,2,3,4,1,"Colorado","female","Higher degree (e.g. MSc, PhD)",NA,1984,"$10,001 - $20,000",1,2,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1|5","4|6|2|1|7","2|3","3|14|10|11|6|8|5|2|13|1|12|4|7|9","11|4|7|3|12|2|13",NA
0,"2016-06-23 15:35:49","2016-06-23 15:40:14",0,"83311a6dcbd56ac69b759eead30e8f32","Yes, I agree to participate in this study.","83311a6dcbd56ac69b759eead30e8f32","83311a6dcbd56ac69b759eead30e8f32",1,"1-3 times per day","1-6 times per week","1-6 times per week","1-6 times per week","never","1-6 times per week","never","1-6 times per week","1-3 times per day","1-3 times per day","less than 1 time per week","1-6 times per week","less than 1 time per week","1-3 times per day",1,2,3,4,"Every day","No",NA,NA,1,2,3,4,"Somewhat increase","Maintain current levels",1,2,3,4,1,"Somewhat agree","Disagree","Somewhat agree","Disagree","Somewhat disagree","Price of the product",NA,NA,NA,"How the product tastes",NA,NA,NA,1,2,3,4,"Probably yes","Definitely not",1,2,3,4,NA,1,2,3,4,"Very Difficult","Difficult",1,2,3,4,1,"Kansas","Female","University-level education, with degree (e.g. BA, BSc, ...)",NA,1973,"$50,001 - $60,000",1,2,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1|5","6|2|4|7|1","3|2","5|11|7|9|6|8|10|4|1|14|3|13|2|12","7|4|2|11|12|3|13",NA
0,"2016-06-23 17:46:02","2016-06-23 17:54:27",0,"110a1f831416df0838714c0873ef155f","Yes, I agree to participate in this study.","110a1f831416df0838714c0873ef155f","110a1f831416df0838714c0873ef155f",1,"1-3 times per day","1-6 times per week","less than 1 time per week","never","1-6 times per week","1-6 times per week","less than 1 time per week","1-6 times per week","1-3 times per day","1-3 times per day","1-6 times per week","1-6 times per week","never","1-3 times per day",1,2,3,4,"Every day","Yes","11/2013","12/2013",1,2,3,4,"Greatly increase","Decrease",1,2,3,4,1,"Disagree","Neither agree nor disagree","Strongly disagree","Somewhat agree","Agree","Price of the product",NA,NA,NA,"How the product tastes",NA,NA,NA,1,2,3,4,"Maybe","Probably yes",1,2,3,4,6,1,2,3,4,"Very Difficult","Somewhat Difficult",1,2,3,4,1,"Texas","Cis female","Some university-level education, without degree",NA,1989,"$0 - $10,000",1,2,3,4,1,1,2,3,4,NA,NA,NA,NA,NA,"5|1","7|4|6|2|1","2|3","12|10|8|7|3|4|11|13|6|14|9|2|1|5","11|7|3|12|2|4|13",NA
